,Planet Name,ID,FeatureName,FeatureType,Planetary Feature,Latitude of Center of Planetary Feature,Longitude of Center of Planetary Feature,Size of Planetary Feature(km)
8126,Moon,7413.0, Asclepi G , satellite feature ,SF,-53.495026,24.798161,4.93008
8125,Moon,7412.0, Asclepi E , satellite feature ,SF,-52.258939,24.154881,6.38721
8124,Moon,7411.0, Asclepi D , satellite feature ,SF,-53.659892,24.087633,17.8627
8123,Moon,7410.0, Asclepi C , satellite feature ,SF,-53.579385,23.549056,9.5715
8122,Moon,7517.0, Balboa D , satellite feature ,SF,18.246808,280.200518,40.3695
8121,Moon,7421.0, Atlas L , satellite feature ,SF,51.332398,48.61543,5.39326
8120,Moon,7455.0, Babcock H , satellite feature ,SF,3.109206,96.507954,63.3977
8119,Moon,7516.0, Balboa C , satellite feature ,SF,19.587168,280.831527,26.0931
8118,Moon,7454.0, Babbage X , satellite feature ,SF,60.297013,309.715358,6.36834
8117,Moon,7453.0, Babbage U , satellite feature ,SF,60.966603,308.657468,5.0947
8116,Moon,7409.0, Asclepi B , satellite feature ,SF,-54.239229,23.825617,17.2579
8100,Moon,7398.0, Arzachel B , satellite feature ,SF,-17.061737,357.015582,7.71308
8115,Moon,7408.0, Asclepi A , satellite feature ,SF,-53.097864,23.014228,13.4324
8113,Moon,7441.0, Azophi C , satellite feature ,SF,-21.809923,13.061168,5.358
8112,Moon,7440.0, Azophi B , satellite feature ,SF,-23.584964,10.58889,18.3267
8111,Moon,7439.0, Azophi A , satellite feature ,SF,-24.432771,11.182852,28.303
8110,Moon,7437.0, Avicenna R , satellite feature ,SF,38.895157,259.924414,18.7393
8109,Moon,7436.0, Avicenna G , satellite feature ,SF,39.186256,267.946682,24.5069
8108,Moon,7406.0, Arzachel T , satellite feature ,SF,-17.684581,358.700478,2.96057
8107,Moon,7405.0, Arzachel N , satellite feature ,SF,-20.415632,357.730674,2.7565
8106,Moon,7404.0, Arzachel M , satellite feature ,SF,-20.646989,359.126241,3.01853
8105,Moon,7403.0, Arzachel L , satellite feature ,SF,-19.963016,0.132897,4.40768
8104,Moon,7402.0, Arzachel K , satellite feature ,SF,-18.377694,358.376245,3.50088
8103,Moon,7401.0, Arzachel H , satellite feature ,SF,-18.692771,357.952268,4.07803
8102,Moon,7400.0, Arzachel D , satellite feature ,SF,-20.193183,357.856069,7.45931
8114,Moon,7407.0, Arzachel Y , satellite feature ,SF,-18.27357,355.739551,3.916
8129,Moon,7416.0, Aston L , satellite feature ,SF,35.472229,273.492699,10.0803
8070,Moon,7365.0, Ariadaeus E , satellite feature ,SF,5.320713,17.627279,21.9639
8068,Moon,7363.0, Ariadaeus B , satellite feature ,SF,4.899395,15.057377,7.80076
8037,Moon,7332.0, Archimedes D , satellite feature ,SF,32.202335,357.306605,4.9585
8036,Moon,7331.0, Archimedes C , satellite feature ,SF,31.634373,358.47139,7.65709
8035,Moon,7330.0, Aratus D , satellite feature ,SF,24.373619,8.607224,4.05303
8034,Moon,7329.0, Aratus CA , satellite feature ,SF,24.555315,11.179966,2.08408
8033,Moon,7393.0, Arrhenius J , satellite feature ,SF,-57.516946,271.549159,16.9832
8032,Moon,7392.0, Arnold N , satellite feature ,SF,70.152469,41.604172,18.8067
8031,Moon,7391.0, Arnold M , satellite feature ,SF,68.292991,43.59153,6.768
8030,Moon,9198.0, Fra Mauro Z , satellite feature ,SF,-3.814285,345.34071,4.7545
8029,Moon,7390.0, Arnold L , satellite feature ,SF,69.997772,35.771734,34.8869
8028,Moon,7389.0, Arnold K , satellite feature ,SF,70.707308,42.378088,30.0036
8027,Moon,7333.0, Archimedes E , satellite feature ,SF,24.999998,352.795646,2.56337
8026,Moon,9194.0, Fra Mauro T , satellite feature ,SF,-2.060334,340.585628,2.50493
8038,Moon,7334.0, Archimedes G , satellite feature ,SF,29.143781,351.847445,3.29347
8025,Moon,7388.0, Arnold J , satellite feature ,SF,65.895093,33.816626,6.17205
8023,Moon,9193.0, Fra Mauro R , satellite feature ,SF,-2.266392,344.400933,3.80187
8022,Moon,7327.0, Aratus B , satellite feature ,SF,24.179452,5.431205,6.68994
8021,Moon,7614.0, Becquerel E , satellite feature ,SF,40.953387,131.449702,30.4498
8020,Moon,7326.0, Arago E , satellite feature ,SF,8.511505,22.708329,6.27972
8019,Moon,7325.0, Arago D , satellite feature ,SF,6.914219,22.393342,3.94692
8018,Moon,7323.0, Arago B , satellite feature ,SF,3.42678,20.816412,6.90474
8017,Moon,7322.0, Appleton R , satellite feature ,SF,36.127577,156.254845,40.9198
8016,Moon,7697.0, Bettinus G , satellite feature ,SF,-61.60446,315.264266,6.51758
8015,Moon,7320.0, Appleton M , satellite feature ,SF,33.718756,158.26349,25.0253
8014,Moon,7319.0, Appleton D , satellite feature ,SF,37.773597,160.625932,39.131
8013,Moon,7321.0, Appleton Q , satellite feature ,SF,34.179833,155.311874,22.6633
8012,Moon,7689.0, Bessel G , satellite feature ,SF,21.14419,14.73536,1.10704
8024,Moon,7328.0, Aratus C , satellite feature ,SF,24.077594,9.459022,3.55721
8069,Moon,9076.0, Firmicus C , satellite feature ,SF,7.708316,66.461723,12.948
8039,Moon,7335.0, Archimedes H , satellite feature ,SF,23.892076,352.976011,3.78281
8041,Moon,7336.0, Archimedes L , satellite feature ,SF,25.041128,357.389078,3.20649
8067,Moon,7362.0, Ariadaeus A , satellite feature ,SF,4.642021,17.486868,7.93933
8066,Moon,7361.0, Argelander W , satellite feature ,SF,-16.746942,4.184383,18.6272
8065,Moon,7360.0, Argelander D , satellite feature ,SF,-17.636507,4.443224,10.6896
8064,Moon,11713.0, Olbers S , satellite feature ,SF,6.83175,283.315931,16.2339
8063,Moon,7359.0, Argelander C , satellite feature ,SF,-16.277014,5.719958,3.86975
8062,Moon,7358.0, Argelander B , satellite feature ,SF,-15.595181,5.104703,5.5984
8061,Moon,7357.0, Argelander A , satellite feature ,SF,-16.536669,6.74546,8.64926
8060,Moon,7356.0, Archytas W , satellite feature ,SF,61.286487,5.197212,5.72599
8059,Moon,7355.0, Archytas U , satellite feature ,SF,62.895638,9.217178,7.39358
8058,Moon,7354.0, Archytas L , satellite feature ,SF,56.191024,0.904942,4.38113
8057,Moon,7353.0, Archytas K , satellite feature ,SF,62.662334,7.679447,13.7691
8056,Moon,7352.0, Archytas G , satellite feature ,SF,55.732879,0.531283,7.21478
8040,Moon,7621.0, Bečvář Q , satellite feature ,SF,-3.14544,124.311411,27.478
8055,Moon,9716.0, Hansteen L , satellite feature ,SF,-13.548073,306.853044,3.11371
8053,Moon,7350.0, Archytas B , satellite feature ,SF,61.437692,3.172158,35.1841
8052,Moon,7347.0, Archimedes X , satellite feature ,SF,31.028779,351.976444,2.15019
8051,Moon,7346.0, Archimedes W , satellite feature ,SF,23.803572,353.751209,3.1856
8050,Moon,7345.0, Archimedes V , satellite feature ,SF,32.97969,355.986893,2.66949
8049,Moon,7344.0, Archimedes U , satellite feature ,SF,32.83326,358.044108,2.73775
8048,Moon,7343.0, Archimedes T , satellite feature ,SF,30.297932,354.971711,2.32937
8047,Moon,7342.0, Archimedes S , satellite feature ,SF,29.557286,357.274995,2.76542
8046,Moon,7340.0, Archimedes Q , satellite feature ,SF,28.516141,357.570751,2.35808
8045,Moon,7339.0, Archimedes P , satellite feature ,SF,25.939242,357.497126,2.6323
8044,Moon,7338.0, Archimedes N , satellite feature ,SF,24.152135,356.109535,3.50655
8043,Moon,7341.0, Archimedes R , satellite feature ,SF,26.073584,353.391108,3.50447
8042,Moon,7337.0, Archimedes M , satellite feature ,SF,26.124429,356.791388,3.27101
8054,Moon,7351.0, Archytas D , satellite feature ,SF,63.706601,11.897528,44.7515
9322,Moon,8625.0, De La Rue E , satellite feature ,SF,56.850386,49.819359,31.917
9014,Moon,8344.0, Cleomedes J , satellite feature ,SF,26.870139,56.957493,10.0099
9324,Moon,8627.0, De La Rue P , satellite feature ,SF,60.426951,61.576521,9.01746
10605,Moon,9964.0, Hevelius K , satellite feature ,SF,1.58301,289.916304,5.67268
10604,Moon,9963.0, Hevelius J , satellite feature ,SF,0.804397,290.101306,13.1318
10603,Moon,9957.0, Hess W , satellite feature ,SF,-52.785941,171.038615,25.9313
10602,Moon,9956.0, Hess M , satellite feature ,SF,-56.199832,173.417154,25.1833
10601,Moon,10133.0, Inghirami M , satellite feature ,SF,-45.501431,299.47699,14.7267
10600,Moon,9955.0, Hesiodus Z , satellite feature ,SF,-28.772982,340.486907,3.78326
10599,Moon,9954.0, Hesiodus Y , satellite feature ,SF,-28.32479,342.714075,17.8017
10598,Moon,9953.0, Hesiodus X , satellite feature ,SF,-27.396125,343.722137,23.9027
10597,Moon,9952.0, Hesiodus E , satellite feature ,SF,-27.909803,344.647679,3.16085
10596,Moon,9951.0, Hesiodus D , satellite feature ,SF,-29.389469,343.571211,4.57896
10595,Moon,9950.0, Hesiodus B , satellite feature ,SF,-27.156135,342.456576,9.88023
10594,Moon,10113.0, Icarus X , satellite feature ,SF,-2.254234,184.320874,44.6615
10593,Moon,10112.0, Icarus V , satellite feature ,SF,-3.906229,183.962838,36.607
10592,Moon,10111.0, Icarus Q , satellite feature ,SF,-7.769801,183.713231,39.5088
10591,Moon,10110.0, Icarus J , satellite feature ,SF,-7.431546,189.032587,28.8046
10590,Moon,10109.0, Icarus H , satellite feature ,SF,-7.934601,190.491811,29.1344
10589,Moon,10108.0, Icarus E , satellite feature ,SF,-5.302141,191.135255,18.8097
9323,Moon,8626.0, De La Rue J , satellite feature ,SF,58.99246,52.881242,14.0903
10587,Moon,10104.0, Ibn Firnas E , satellite feature ,SF,7.206934,125.570615,40.3607
10586,Moon,9946.0, Hertzsprung V , satellite feature ,SF,5.068926,225.827587,40.3581
10585,Moon,10105.0, Ibn Firnas L , satellite feature ,SF,5.94887,123.0137,19.6039
10584,Moon,9945.0, Hertzsprung S , satellite feature ,SF,0.448912,226.596731,48.8957
10583,Moon,9944.0, Hertzsprung R , satellite feature ,SF,-0.271277,227.196283,30.3937
10582,Moon,9943.0, Hertzsprung P , satellite feature ,SF,-0.135869,229.759632,22.4158
10581,Moon,9942.0, Hertzsprung M , satellite feature ,SF,-7.546,230.213183,35.7894
10606,Moon,9966.0, Heymans D , satellite feature ,SF,76.299723,226.805817,28.4912
10607,Moon,9958.0, Hess Z , satellite feature ,SF,-52.077623,173.705833,81.0999
10608,Moon,9959.0, Hevelius A , satellite feature ,SF,2.850588,291.771378,14.0055
10609,Moon,9967.0, Heymans F , satellite feature ,SF,74.640134,225.696787,52.9847
10635,Moon,10136.0, Inghirami S , satellite feature ,SF,-49.256925,291.370179,11.7079
10634,Moon,9996.0, Hipparchus U , satellite feature ,SF,-6.772411,3.547854,7.73273
10633,Moon,9993.0, Hipparchus P , satellite feature ,SF,-4.751253,2.702836,5.01507
10632,Moon,9992.0, Hipparchus N , satellite feature ,SF,-4.847423,4.984542,5.48283
10631,Moon,9991.0, Hipparchus L , satellite feature ,SF,-6.866488,9.000714,12.6495
10630,Moon,9989.0, Hipparchus J , satellite feature ,SF,-7.585291,3.197659,13.7939
10629,Moon,9988.0, Hipparchus H , satellite feature ,SF,-5.480335,2.277503,3.8394
10628,Moon,10045.0, Hommel O , satellite feature ,SF,-58.698493,28.24999,6.0087
10627,Moon,9987.0, Hipparchus G , satellite feature ,SF,-5.029772,7.40178,13.6761
10626,Moon,9986.0, Hipparchus F , satellite feature ,SF,-4.19934,2.465405,8.91139
10625,Moon,9985.0, Hipparchus E , satellite feature ,SF,-4.226162,2.228612,3.93545
10624,Moon,9984.0, Hipparchus D , satellite feature ,SF,-4.465188,2.098982,4.22263
10580,Moon,9941.0, Hertzsprung L , satellite feature ,SF,0.219364,231.300296,34.8938
10623,Moon,9983.0, Hipparchus C , satellite feature ,SF,-7.409475,8.209968,16.5143
10621,Moon,9981.0, Hippalus D , satellite feature ,SF,-23.67091,327.896922,22.4228
10620,Moon,10006.0, Hirayama M , satellite feature ,SF,-9.264807,93.539962,28.536
10619,Moon,9977.0, Hind C , satellite feature ,SF,-8.710491,7.444011,6.74502
10618,Moon,9976.0, Hilbert Y , satellite feature ,SF,-15.85072,107.783441,24.9467
10617,Moon,9972.0, Hilbert H , satellite feature ,SF,-18.431223,109.857346,14.6852
10616,Moon,9971.0, Hilbert G , satellite feature ,SF,-18.752557,114.195889,47.1131
10615,Moon,9974.0, Hilbert S , satellite feature ,SF,-18.309432,106.086211,11.157
10614,Moon,9970.0, Hilbert E , satellite feature ,SF,-16.586304,112.287177,48.7305
10613,Moon,9975.0, Hilbert W , satellite feature ,SF,-17.323175,107.903273,19.252
10612,Moon,9973.0, Hilbert L , satellite feature ,SF,-21.137735,109.111923,32.5947
10611,Moon,9969.0, Hilbert A , satellite feature ,SF,-16.177951,109.060269,10.2845
10610,Moon,9968.0, Heymans T , satellite feature ,SF,74.661318,204.266932,31.6998
10622,Moon,9982.0, Hipparchus B , satellite feature ,SF,-6.990038,1.72729,4.41392
10579,Moon,9940.0, Hertzsprung K , satellite feature ,SF,-0.671855,231.523852,27.3358
10578,Moon,9936.0, Herschel N , satellite feature ,SF,-5.221092,358.907328,14.4134
10577,Moon,9934.0, Herschel H , satellite feature ,SF,-6.305894,356.55014,4.69894
10546,Moon,10039.0, Hommel HA , satellite feature ,SF,-52.084903,30.546347,10.4263
10545,Moon,10038.0, Hommel H , satellite feature ,SF,-52.553025,30.665448,42.8886
10544,Moon,10037.0, Hommel G , satellite feature ,SF,-58.107797,27.40431,30.9489
10543,Moon,10036.0, Hommel F , satellite feature ,SF,-58.586302,32.03499,18.2477
10542,Moon,10035.0, Hommel E , satellite feature ,SF,-59.098659,31.043685,13.3783
10541,Moon,9904.0, Hermann B , satellite feature ,SF,-0.332895,302.753419,5.83503
10540,Moon,9903.0, Hermann A , satellite feature ,SF,0.404806,301.728915,4.07767
10539,Moon,9902.0, Herigonius K , satellite feature ,SF,-12.833346,323.535941,3.06641
10538,Moon,9901.0, Herigonius H , satellite feature ,SF,-17.123508,326.775527,4.14704
10537,Moon,9907.0, Hermann E , satellite feature ,SF,0.192936,307.964097,3.6586
10536,Moon,9886.0, Heraclitus D , satellite feature ,SF,-50.506202,5.139836,56.1236
10535,Moon,9887.0, Heraclitus E , satellite feature ,SF,-49.736694,6.548837,6.96836
10547,Moon,10040.0, Hommel J , satellite feature ,SF,-53.531387,27.878473,17.629
10534,Moon,9885.0, Heraclitus C , satellite feature ,SF,-48.891702,6.216865,6.94043
10532,Moon,9906.0, Hermann D , satellite feature ,SF,-2.318129,305.870283,3.1955
10531,Moon,10033.0, Hommel C , satellite feature ,SF,-54.908288,29.815295,51.4114
10530,Moon,9880.0, Henyey V , satellite feature ,SF,14.127216,205.604762,24.2661
10529,Moon,9879.0, Henyey U , satellite feature ,SF,13.604285,206.400894,45.7237
10528,Moon,9883.0, Heraclides F , satellite feature ,SF,38.55953,326.277537,3.0131
10527,Moon,9878.0, Henry Frères S , satellite feature ,SF,-20.49529,303.52175,6.23695
10526,Moon,9877.0, Henry Frères R , satellite feature ,SF,-21.524806,302.099774,6.9803
10525,Moon,9876.0, Henry Frères H , satellite feature ,SF,-22.306874,303.174239,6.6409
10524,Moon,9905.0, Hermann C , satellite feature ,SF,-0.158327,299.326544,3.3875
10523,Moon,9875.0, Henry Frères G , satellite feature ,SF,-22.855072,301.903978,4.07789
10522,Moon,9874.0, Henry Frères E , satellite feature ,SF,-24.607772,299.869869,4.20039
10521,Moon,9873.0, Henry Frères C , satellite feature ,SF,-24.625174,300.173395,35.1449
10533,Moon,10034.0, Hommel D , satellite feature ,SF,-55.927473,32.546567,26.5275
10636,Moon,10137.0, Inghirami T , satellite feature ,SF,-49.832694,292.034997,10.097
10548,Moon,9910.0, Hermann J , satellite feature ,SF,2.603783,302.471174,3.84645
10550,Moon,10047.0, Hommel Q , satellite feature ,SF,-56.17628,38.305683,28.182
10576,Moon,9933.0, Herschel G , satellite feature ,SF,-6.497113,357.593665,12.2469
10575,Moon,9931.0, Herschel D , satellite feature ,SF,-5.320526,356.012936,19.2357
10574,Moon,9930.0, Herschel C , satellite feature ,SF,-5.01054,356.818708,9.89177
10573,Moon,9927.0, Herodotus T , satellite feature ,SF,27.882832,306.194423,5.02939
10572,Moon,9926.0, Herodotus S , satellite feature ,SF,27.681368,306.56521,4.09588
10571,Moon,9925.0, Herodotus R , satellite feature ,SF,27.368945,306.050178,3.94163
10570,Moon,10049.0, Hommel S , satellite feature ,SF,-56.751418,36.126298,20.7512
10569,Moon,9932.0, Herschel F , satellite feature ,SF,-5.789204,355.61291,5.84448
10568,Moon,9938.0, Hertzsprung D , satellite feature ,SF,3.431414,233.804319,48.2859
10567,Moon,10009.0, Hirayama S , satellite feature ,SF,-6.469667,92.339525,28.013
10566,Moon,10042.0, Hommel L , satellite feature ,SF,-56.179688,27.866624,17.2764
10565,Moon,10041.0, Hommel K , satellite feature ,SF,-55.573196,26.945334,14.858
10549,Moon,10046.0, Hommel P , satellite feature ,SF,-56.979666,31.74339,33.5193
10564,Moon,9923.0, Herodotus L , satellite feature ,SF,26.114864,306.809028,3.92971
10562,Moon,9921.0, Herodotus H , satellite feature ,SF,26.773251,309.931271,6.2158
10561,Moon,10541.0, Lagrange H , satellite feature ,SF,-29.477707,293.701014,10.6136
10560,Moon,9920.0, Herodotus G , satellite feature ,SF,24.676908,309.670107,3.51475
10559,Moon,9918.0, Herodotus C , satellite feature ,SF,21.938509,304.949515,4.68009
10558,Moon,9917.0, Herodotus B , satellite feature ,SF,22.56765,304.526394,5.63837
10557,Moon,9916.0, Herodotus A , satellite feature ,SF,21.523164,307.863846,9.97696
10556,Moon,9915.0, Hermite A , satellite feature ,SF,87.940282,308.978061,19.8624
10555,Moon,10256.0, Kaiser E , satellite feature ,SF,-34.941403,7.142291,5.42082
10554,Moon,10255.0, Kaiser D , satellite feature ,SF,-37.076463,7.365402,4.16361
10553,Moon,10254.0, Kaiser C , satellite feature ,SF,-36.600333,9.634714,12.0679
10552,Moon,10253.0, Kaiser B , satellite feature ,SF,-36.637606,5.531082,6.12824
10551,Moon,10048.0, Hommel R , satellite feature ,SF,-52.618037,32.665428,10.4922
10563,Moon,9922.0, Herodotus K , satellite feature ,SF,24.507109,308.033824,4.7188
10520,Moon,9872.0, Henry P , satellite feature ,SF,-25.702535,301.027293,6.38288
10637,Moon,10138.0, Inghirami W , satellite feature ,SF,-44.448185,292.496146,6.99115
10639,Moon,9997.0, Hipparchus W , satellite feature ,SF,-5.079285,7.716646,5.21494
10724,Moon,10130.0, Inghirami H , satellite feature ,SF,-50.168128,287.11333,19.3989
10723,Moon,10129.0, Inghirami G , satellite feature ,SF,-51.031899,285.709617,29.1847
10722,Moon,10128.0, Inghirami F , satellite feature ,SF,-49.83801,288.40987,22.3159
10721,Moon,10127.0, Inghirami C , satellite feature ,SF,-44.074931,285.410522,17.4663
10720,Moon,10126.0, Inghirami A , satellite feature ,SF,-44.922089,294.551943,33.3097
10719,Moon,10124.0, Ingalls Y , satellite feature ,SF,29.511726,205.748947,21.1015
10718,Moon,10122.0, Ingalls U , satellite feature ,SF,26.975285,203.607487,25.707
10717,Moon,10121.0, Ingalls M , satellite feature ,SF,23.732911,206.802567,28.1136
10716,Moon,10123.0, Ingalls V , satellite feature ,SF,27.15179,204.628414,24.1501
10715,Moon,10120.0, Ingalls G , satellite feature ,SF,25.649139,209.487957,47.5564
10714,Moon,10200.0, Jansen Y , satellite feature ,SF,13.397931,28.55919,3.04189
10713,Moon,10119.0, Ideler M , satellite feature ,SF,-49.004756,25.566936,18.1753
10712,Moon,10118.0, Ideler L , satellite feature ,SF,-49.333733,23.654611,36.5156
10711,Moon,10194.0, Jansen K , satellite feature ,SF,11.501041,29.668837,5.63408
10710,Moon,10102.0, Hypatia M , satellite feature ,SF,-5.281346,23.412908,28.5321
10709,Moon,10101.0, Hypatia H , satellite feature ,SF,-4.482107,24.057833,5.18677
10708,Moon,10169.0, Jacobi B , satellite feature ,SF,-54.552984,13.935725,12.9528
10707,Moon,10100.0, Hypatia G , satellite feature ,SF,-2.682253,22.956364,4.81225
10706,Moon,10099.0, Hypatia F , satellite feature ,SF,-4.141597,21.473466,8.23881
10705,Moon,10097.0, Hypatia D , satellite feature ,SF,-3.15451,22.680789,5.35703
10704,Moon,10096.0, Hypatia C , satellite feature ,SF,-0.883934,20.760889,14.785
10703,Moon,10095.0, Hypatia B , satellite feature ,SF,-4.685689,21.319392,4.13065
10702,Moon,10094.0, Hypatia A , satellite feature ,SF,-4.902547,22.217813,15.0639
10701,Moon,10093.0, Hyginus Z , satellite feature ,SF,8.036834,9.439188,23.1814
10700,Moon,10092.0, Hyginus W , satellite feature ,SF,9.622704,7.735607,21.0202
10725,Moon,10131.0, Inghirami K , satellite feature ,SF,-49.54167,285.946743,24.2535
10726,Moon,10132.0, Inghirami L , satellite feature ,SF,-45.954599,298.89792,14.7881
10727,Moon,10134.0, Inghirami N , satellite feature ,SF,-48.816666,293.069132,14.2418
10728,Moon,10155.0, Izsak T , satellite feature ,SF,-23.355104,115.236881,13.0382
10754,Moon,10173.0, Jacobi F , satellite feature ,SF,-58.664229,9.558242,41.099
10753,Moon,10411.0, Koval'skiy M , satellite feature ,SF,-23.883012,101.082564,17.7441
10752,Moon,10172.0, Jacobi E , satellite feature ,SF,-58.562925,11.721959,24.9545
10751,Moon,10171.0, Jacobi D , satellite feature ,SF,-60.907861,10.554432,22.5927
10750,Moon,12992.0, Schuster Y , satellite feature ,SF,6.450851,145.577895,17.3262
10749,Moon,12531.0, Reinhold A , satellite feature ,SF,4.163032,338.213633,3.73779
10748,Moon,10170.0, Jacobi C , satellite feature ,SF,-59.853055,10.486544,33.9092
10747,Moon,10168.0, Jacobi A , satellite feature ,SF,-58.659837,16.033015,26.0391
10746,Moon,10167.0, Jackson X , satellite feature ,SF,24.89167,195.324753,16.8024
10745,Moon,10166.0, Jackson Q , satellite feature ,SF,20.827317,194.847383,13.1747
10744,Moon,10165.0, J. Herschel R , satellite feature ,SF,62.59298,329.303608,8.73465
10743,Moon,10164.0, J. Herschel P , satellite feature ,SF,63.613715,326.99473,6.06247
10699,Moon,10091.0, Hyginus S , satellite feature ,SF,6.408714,8.008446,23.6113
10742,Moon,10163.0, J. Herschel N , satellite feature ,SF,60.145895,326.956381,6.93303
10740,Moon,10161.0, J. Herschel L , satellite feature ,SF,61.006337,319.784207,7.44809
10739,Moon,10160.0, J. Herschel K , satellite feature ,SF,62.959188,320.528295,8.37551
10738,Moon,10159.0, J. Herschel F , satellite feature ,SF,58.871291,324.495763,18.8829
10737,Moon,10158.0, J. Herschel D , satellite feature ,SF,60.469686,321.828224,9.41087
10736,Moon,10156.0, J. Herschel B , satellite feature ,SF,60.008317,321.004855,7.41827
10735,Moon,10154.0, Isidorus W , satellite feature ,SF,-9.49089,32.374177,3.98129
10734,Moon,10152.0, Isidorus U , satellite feature ,SF,-7.954721,31.540053,5.55673
10733,Moon,10197.0, Jansen T , satellite feature ,SF,11.353816,33.480504,3.0858
10732,Moon,10151.0, Isidorus K , satellite feature ,SF,-8.924221,33.336019,7.14863
10731,Moon,10150.0, Isidorus H , satellite feature ,SF,-3.954259,32.63356,6.74176
10730,Moon,10149.0, Isidorus G , satellite feature ,SF,-6.418468,31.667334,6.52694
10729,Moon,10135.0, Inghirami Q , satellite feature ,SF,-47.992392,286.984242,44.0259
10741,Moon,10162.0, J. Herschel M , satellite feature ,SF,57.347245,326.892854,8.58743
10698,Moon,10088.0, Hyginus G , satellite feature ,SF,10.974713,5.928355,3.84163
10697,Moon,10401.0, Korolev Y , satellite feature ,SF,-0.517272,201.549139,19.0105
10696,Moon,10086.0, Hyginus E , satellite feature ,SF,8.754812,8.521544,3.78462
10665,Moon,11295.0, Mee F , satellite feature ,SF,-43.3697,323.167014,11.8483
10664,Moon,10148.0, Isidorus F , satellite feature ,SF,-8.790508,34.192919,17.1831
10663,Moon,10064.0, Hortensius B , satellite feature ,SF,5.264461,330.495687,6.19168
10662,Moon,10147.0, Isidorus E , satellite feature ,SF,-5.391174,32.621412,13.5282
10661,Moon,10146.0, Isidorus D , satellite feature ,SF,-4.27511,34.07553,14.9502
10660,Moon,10063.0, Hortensius A , satellite feature ,SF,4.368529,329.245878,9.48355
10659,Moon,10145.0, Isidorus C , satellite feature ,SF,-4.796295,31.652636,7.92704
10658,Moon,10144.0, Isidorus B , satellite feature ,SF,-4.536214,32.986239,29.5149
10657,Moon,10143.0, Isidorus A , satellite feature ,SF,-8.062615,33.209572,9.91517
10656,Moon,10141.0, Innes Z , satellite feature ,SF,29.441771,119.179163,35.3073
10655,Moon,10058.0, Horrebow C , satellite feature ,SF,56.963145,323.981464,4.69093
10654,Moon,10057.0, Horrebow B , satellite feature ,SF,58.729017,317.060603,11.8965
10666,Moon,10061.0, Horrocks M , satellite feature ,SF,-4.069789,7.615848,4.8235
10653,Moon,10056.0, Horrebow A , satellite feature ,SF,59.22269,319.478093,24.655
10651,Moon,10142.0, Isaev N , satellite feature ,SF,-18.676333,147.25033,22.3586
10650,Moon,10055.0, Hooke D , satellite feature ,SF,40.692416,55.805283,18.7327
10649,Moon,10054.0, Hommel Z , satellite feature ,SF,-59.947308,30.508713,4.17125
10648,Moon,10008.0, Hirayama Q , satellite feature ,SF,-7.946579,91.259724,41.0402
10647,Moon,10007.0, Hirayama N , satellite feature ,SF,-7.150486,93.640405,16.3855
10646,Moon,10005.0, Hirayama L , satellite feature ,SF,-9.36965,94.355516,23.0864
10645,Moon,10004.0, Hirayama K , satellite feature ,SF,-8.262095,94.884155,38.1265
10644,Moon,10002.0, Hirayama F , satellite feature ,SF,-5.760948,97.116078,35.2101
10643,Moon,10001.0, Hirayama C , satellite feature ,SF,-4.179629,95.411309,23.2321
10642,Moon,10000.0, Hippocrates Q , satellite feature ,SF,68.471842,211.353835,36.1968
10641,Moon,9999.0, Hipparchus Z , satellite feature ,SF,-8.561896,9.059534,5.63968
10640,Moon,9998.0, Hipparchus X , satellite feature ,SF,-5.851927,4.89167,17.3036
10652,Moon,10059.0, Horrebow D , satellite feature ,SF,57.9603,321.180191,4.34209
10638,Moon,10140.0, Innes S , satellite feature ,SF,27.528365,117.422847,33.4683
10667,Moon,10062.0, Horrocks U , satellite feature ,SF,-3.186318,4.736954,3.08727
10669,Moon,10115.0, Ideler A , satellite feature ,SF,-50.208158,21.933888,10.6899
10695,Moon,10082.0, Hyginus A , satellite feature ,SF,6.321411,5.664198,7.69102
10694,Moon,10080.0, Hutton W , satellite feature ,SF,38.924432,166.706781,22.2597
10693,Moon,10157.0, J. Herschel C , satellite feature ,SF,62.387638,319.849613,11.9964
10692,Moon,10081.0, Huygens A , satellite feature ,SF,19.771704,358.08167,5.88297
10691,Moon,10079.0, Hutton P , satellite feature ,SF,35.522159,167.362449,42.4206
10690,Moon,10077.0, Hume A , satellite feature ,SF,-3.836945,90.65344,20.6531
10689,Moon,10076.0, Humboldt N , satellite feature ,SF,-26.054046,80.645551,14.4938
10688,Moon,10075.0, Humboldt B , satellite feature ,SF,-30.828754,83.643781,20.8813
10687,Moon,10074.0, Huggins A , satellite feature ,SF,-40.657874,357.732711,9.62045
10686,Moon,10073.0, Hubble C , satellite feature ,SF,19.454269,85.6191,53.6371
10685,Moon,10072.0, Houzeau Q , satellite feature ,SF,-18.604587,234.612164,18.6098
10684,Moon,10682.0, Lavoisier T , satellite feature ,SF,36.500889,283.379037,18.5685
10668,Moon,10114.0, Idel'son L , satellite feature ,SF,-83.991925,118.563064,28.0389
10683,Moon,10069.0, Hortensius G , satellite feature ,SF,8.133351,333.831422,4.14099
10681,Moon,10323.0, Kies C , satellite feature ,SF,-26.073303,333.828005,4.69797
10680,Moon,10321.0, Kies A , satellite feature ,SF,-28.360227,337.235563,14.5427
